,OBJECTID,ID,SUB_1,SUB_2,VOLTAGE,TYPE,STATUS,SHAPE_Length,geometry
49860,49861,140736,UNKNOWN127903,UNKNOWN127904,115.0,AC; OVERHEAD,IN SERVICE,0.1609014893958781,"MULTILINESTRING ((-74.5983502 42.8814149, -74.5986933 42.8817615, -74.5988024 42.8818091, -74.5992936 42.8820237, -74.6011092 42.8827388, -74.6019588 42.8833045, -74.6039051 42.8840586, -74.6049773 42.8844791, -74.6068767 42.8852167, -74.6088872 42.8859972, -74.6108411 42.8867595, -74.6128399 42.8875269, -74.6129427 42.8891902, -74.6130583 42.8906879, -74.6132322 42.8924795, -74.6133011 42.8940888, -74.6134654 42.8956605, -74.6136098 42.8970972, -74.6137289 42.8987635, -74.613853 42.9002696, -74.6139331 42.9010461, -74.6139938 42.9021786, -74.6141467 42.9038888, -74.6142408 42.905591, -74.6144519 42.9072454, -74.6145913 42.9088162, -74.6146729 42.9100552, -74.6148384 42.9118361, -74.6149687 42.9134051, -74.6151099 42.9150488, -74.6152217 42.9165543, -74.6153687 42.918058, -74.6154299 42.9196119, -74.6160256 42.9210768, -74.6165575 42.9224944, -74.6159633 42.9227989, -74.6150639 42.9232224, -74.6144136 42.9235298, -74.6149116 42.9242743, -74.6156995 42.9254477, -74.6164735 42.9266467, -74.6173598 42.9279769, -74.6182192 42.9292737, -74.6191401 42.9306743, -74.6185245 42.931456, -74.6195275 42.9330744, -74.6210296 42.9353261, -74.6219756 42.9361336, -74.6233422 42.9372637, -74.6253328 42.938447, -74.6274481 42.9397346, -74.6280423 42.9402174, -74.6288029 42.9411874, -74.6293496 42.9422966, -74.6295338 42.9427403, -74.630021 42.943532, -74.633301 42.9459121, -74.6358893 42.9484173, -74.6410018 42.9537407, -74.6478114 42.9607908, -74.6530165 42.9662227, -74.6592784 42.9725979, -74.6636565 42.9767871, -74.6678349 42.980757, -74.6715855 42.9843119, -74.6753218 42.9878692, -74.6768085 42.9892749, -74.6774182 42.9912386, -74.6808621 42.9918514, -74.6828194 42.9927589, -74.6841421 42.994201, -74.6850798 42.9952023, -74.6856502 42.9958855, -74.6875124 42.9960967, -74.6873995 42.9967052, -74.6865011 42.9967521))"
51848,51849,168982,TAP167892,UNKNOWN167893,69.0,AC; OVERHEAD,IN SERVICE,0.0114397284002648,"MULTILINESTRING ((-95.60365 42.862854, -95.608506 42.86288, -95.611038 42.863116, -95.611852 42.863432, -95.611997 42.865372, -95.612014 42.866189, -95.6124179 42.8662172))"
5146,5147,147488,UNKNOWN118743,TAP149558,138.0,AC; OVERHEAD,IN SERVICE,0.1062953091121629,"MULTILINESTRING ((-94.6328036 34.0322587, -94.6329943 34.0325912, -94.6332106 34.033472, -94.6375218 34.0335029, -94.6427558 34.0336142, -94.6525869 34.0186834, -94.6562109 34.017117, -94.6873819 34.004029, -94.7046677 33.9969692, -94.7237923 33.9946254, -94.7255618 33.9939698))"
56777,56778,174783,CAMPBELL,TAP172534,138.0,AC; OVERHEAD,IN SERVICE,0.018269471244295,"MULTILINESTRING ((-80.0808021 41.1475781, -80.0805738 41.1478777, -80.0783752 41.1498336, -80.0776899 41.1504832, -80.0769047 41.1516896, -80.0758625 41.1512042, -80.0759767 41.1533885, -80.0762337 41.1540381, -80.0763693 41.1575859, -80.0764907 41.1601557, -80.0788035 41.1606625, -80.0788434 41.1606662))"
91709,91710,311455,TAP310901,BANNING,66.0,AC; OVERHEAD,IN SERVICE,0.415077616235154,"MULTILINESTRING ((-117.2436755 34.0359894, -117.2436708 34.0357486, -117.2430481 34.0356303, -117.2419886 34.0353665, -117.2400546 34.0339582, -117.2397409 34.0337256, -117.2396334 34.0336458, -117.2395387 34.0335756, -117.2394037 34.0334754, -117.2393447 34.0334317, -117.2393333 34.0334233, -117.2387559 34.032995, -117.2377199 34.0322226, -117.236514 34.0317356, -117.235302 34.0312625, -117.2338291 34.0306941, -117.2323974 34.0301378, -117.2311375 34.0296423, -117.2297322 34.0291003, -117.2283222 34.0285376, -117.2277338 34.0283079, -117.2257518 34.0272847, -117.2248988 34.0268376, -117.2237159 34.0262232, -117.222736 34.0257189, -117.2217539 34.0251964, -117.2203875 34.0244987, -117.2191936 34.023844, -117.2175642 34.0229945, -117.2161927 34.0222717, -117.214757 34.0215156, -117.2134221 34.0208647, -117.212287 34.0202577, -117.2116584 34.0199171, -117.2105579 34.0193598, -117.2088549 34.018413, -117.2076061 34.0177752, -117.2059847 34.0168885, -117.2054049 34.0165785, -117.2036087 34.015694, -117.2025552 34.0151104, -117.2008122 34.0141771, -117.1995339 34.0135465, -117.1985691 34.0130072, -117.1976331 34.012514, -117.1966484 34.0120175, -117.1955797 34.0118228, -117.1938012 34.0115196, -117.1921602 34.0112208, -117.1911954 34.0110466, -117.1904629 34.0109143, -117.1904493 34.0109118, -117.190449 34.0109118, -117.1892043 34.0106985, -117.1869779 34.0103121, -117.1838014 34.0097718, -117.1808698 34.0088724, -117.1789492 34.0083111, -117.1765857 34.007635, -117.1752443 34.0064507, -117.1745954 34.005884, -117.1720827 34.003754, -117.1701588 34.0018542, -117.167989 33.999797, -117.1669488 33.9987814, -117.1647656 33.9966258, -117.1624453 33.9943433, -117.1587373 33.991992, -117.1552543 33.9911587, -117.1522675 33.9903859, -117.1496145 33.9885261, -117.1477537 33.9871604, -117.1453997 33.9854744, -117.1438373 33.9843559, -117.1422478 33.9833379, -117.1409374 33.9829665, -117.139669 33.9826097, -117.1383967 33.9822477, -117.1373364 33.9819466, -117.1362542 33.9816365, -117.1351256 33.9813252, -117.1339898 33.9809918, -117.1328675 33.9806739, -117.1305749 33.9800268, -117.1294428 33.9797163, -117.1279795 33.9792806, -117.1268972 33.9789524, -117.1254785 33.9785706, -117.123608 33.9782042, -117.121876 33.9779121, -117.1194118 33.9774346, -117.1176997 33.9770662, -117.1160469 33.9767947, -117.1132473 33.9762751, -117.1125017 33.9761416, -117.1100396 33.9749336, -117.107994 33.973922, -117.1037174 33.9722145, -117.1016801 33.9714119, -117.0994859 33.9705249, -117.0978622 33.9699009, -117.0940427 33.9683954, -117.0917191 33.9674619, -117.0909731 33.9671622, -117.0902896 33.966932, -117.0892845 33.9665936, -117.0875086 33.9660337, -117.0867677 33.9658001, -117.0859406 33.9655439, -117.0848297 33.9651998, -117.0818879 33.9644111, -117.0797859 33.9636297, -117.0796007 33.9635609, -117.0794749 33.9635141, -117.0791517 33.9633939, -117.0787432 33.963266, -117.0786154 33.963226, -117.076457 33.9625502, -117.0755114 33.9616541, -117.0744805 33.960686, -117.0726349 33.9589776, -117.0718874 33.9583053, -117.0705975 33.9571453, -117.0700121 33.9565921, -117.0686946 33.9553624, -117.0675225 33.9542312, -117.0652862 33.9521643, -117.0634549 33.9504603, -117.0622115 33.949623, -117.0602056 33.948229, -117.0589569 33.9473435, -117.058652 33.9471273, -117.0576178 33.946426, -117.0574372 33.9463036, -117.0574235 33.9462942, -117.0564228 33.9457025, -117.054909 33.944805, -117.0532646 33.9439319, -117.0518941 33.9431946, -117.0513195 33.9421601, -117.0488808 33.9411874, -117.0464635 33.9402517, -117.0454431 33.939864, -117.0432599 33.9390031, -117.0408125 33.9377163, -117.0408052 33.9377125, -117.0394246 33.9363245, -117.0393853 33.936285, -117.0383767 33.9356315, -117.0370183 33.9349528, -117.0362035 33.9344946, -117.0358885 33.9343367, -117.0355102 33.934147, -117.0353286 33.9340219, -117.0348013 33.9336587, -117.0331383 33.9327826, -117.0317294 33.932702, -117.0303994 33.9326234, -117.0293467 33.9325374, -117.0284538 33.9324968, -117.0283104 33.9324903, -117.0272264 33.932441, -117.0249834 33.9324335, -117.0242208 33.9318993, -117.0240428 33.9317752, -117.0226439 33.9307994, -117.0223211 33.9305535, -117.0216369 33.9300322, -117.0207344 33.9294276, -117.0203995 33.9292032, -117.0203801 33.9291902, -117.0187454 33.928699, -117.0174889 33.9282839, -117.0163268 33.9279727, -117.0146578 33.927459, -117.0130807 33.9269906, -117.012696 33.9268793, -117.0121475 33.9267205, -117.0121323 33.9267161, -117.0103872 33.9267327, -117.0086994 33.9267818, -117.0069506 33.9268333, -117.0050576 33.9268673, -117.0045316 33.9266743, -117.003374 33.9262497, -117.0031864 33.9261763, -117.0024293 33.9258798, -117.002397 33.9258672, -117.0013227 33.9254606, -116.9999074 33.9249827, -116.9972226 33.9228394, -116.9960039 33.9218655, -116.9946681 33.9208379, -116.9934528 33.9198387, -116.9920996 33.9187998, -116.9920902 33.9187925, -116.9920511 33.9187625, -116.9905686 33.9175983, -116.9897404 33.9169205, -116.9896503 33.9168468, -116.9894889 33.9167218, -116.9887305 33.9161342, -116.9879489 33.9155046, -116.9875726 33.9152016, -116.9863576 33.914227, -116.9852956 33.913382, -116.9832926 33.913362, -116.9812779 33.9133455, -116.9797607 33.9128509, -116.9790854 33.9126575, -116.9776792 33.9122575, -116.9759892 33.9117583, -116.9743746 33.9117329, -116.9716902 33.9116809, -116.9699305 33.9116593, -116.9681178 33.9116188, -116.9660851 33.911584, -116.9645127 33.9115557, -116.962973 33.9115282, -116.9615268 33.9115032, -116.9601227 33.9114754, -116.9584475 33.9114462, -116.9567304 33.9114119, -116.9549314 33.9113774, -116.9530019 33.9113335, -116.9514627 33.9113123, -116.9496315 33.9112765, -116.9480783 33.9112421, -116.9460156 33.9112098, -116.9444547 33.9111836, -116.9423934 33.9111524, -116.940398 33.9111109, -116.9384023 33.9110753, -116.9366466 33.911045, -116.9348445 33.9110098, -116.9329608 33.910964, -116.930069 33.9108976, -116.9281197 33.910882, -116.9266453 33.9108578, -116.9242998 33.9108099, -116.9226432 33.9107846, -116.9208584 33.9107479, -116.9192649 33.9107203, -116.9174871 33.9106838, -116.9157723 33.9106509, -116.9139665 33.9106136, -116.9122682 33.9105753, -116.91077 33.9105412, -116.909518 33.9105473, -116.906311 33.9105559, -116.9046148 33.9105445, -116.9032003 33.910543, -116.899897 33.9105349, -116.8980573 33.9105276, -116.8966292 33.9105359, -116.8945616 33.9105374, -116.8924905 33.9105276, -116.8907717 33.9105351, -116.8887719 33.9105366, -116.8866052 33.9105381, -116.8853967 33.9105323, -116.8839119 33.9105364, -116.8821771 33.9105356, -116.8808988 33.9113798, -116.8796258 33.9122115, -116.876787 33.9127487, -116.8761421 33.912741, -116.8754993 33.9127369, -116.8748913 33.9127397, -116.8731378 33.9127383, -116.8731377 33.9127402, -116.8727788 33.9223997))"
86906,86907,306641,TAP306796,UNKNOWN309147,138.0,AC; OVERHEAD,NOT AVAILABLE,0.0356147230253267,"MULTILINESTRING ((-95.9270489 30.0481609, -95.926207 30.048997, -95.919657 30.049021, -95.919621 30.042735, -95.918297 30.038788, -95.91824 30.036582, -95.918929 30.034451, -95.9187904 30.0214692))"
11856,11857,112035,TAP138468,TAP138472,138.0,AC; OVERHEAD,IN SERVICE,0.3522431032144647,"MULTILINESTRING ((-85.1772218 42.3697031, -85.1787167 42.3698307, -85.180791 42.3698325, -85.1818049 42.3698941, -85.1832191 42.3698823, -85.18515 42.3698704, -85.1864585 42.3698484, -85.1884221 42.3698268, -85.1907301 42.3697871, -85.192699 42.3698505, -85.1947519 42.3698246, -85.1970591 42.3697951, -85.1984964 42.369781, -85.2003313 42.3697554, -85.2025845 42.3697317, -85.2051972 42.3697158, -85.2070423 42.3697096, -85.2088933 42.369696, -85.2121973 42.3696898, -85.2152449 42.3696484, -85.2165322 42.3696563, -85.2178138 42.3696344, -85.2192145 42.3696326, -85.2208182 42.3696206, -85.2226852 42.3696009, -85.2249113 42.3695987, -85.2263596 42.3695947, -85.2280872 42.369585, -85.2312357 42.369559, -85.2325987 42.3695493, -85.2348083 42.3695472, -85.2359564 42.3695256, -85.2375449 42.3695176, -85.2386979 42.3695233, -85.2410633 42.3695039, -85.243488 42.369484, -85.2449955 42.3694642, -85.2470205 42.369458, -85.2494264 42.3694325, -85.2510892 42.3694124, -85.2523796 42.3694008, -85.2546274 42.3693751, -85.2562541 42.3693708, -85.2586965 42.3680001, -85.2595826 42.3675142, -85.2611533 42.3674924, -85.2623493 42.3674902, -85.2643504 42.3674606, -85.2659596 42.3674545, -85.2675958 42.3674408, -85.2694748 42.3674146, -85.2708881 42.3683708, -85.2721898 42.3692522, -85.2741841 42.369264, -85.2762649 42.3692618, -85.2784158 42.3692561, -85.2802826 42.3692261, -85.2822838 42.3692301, -85.2839627 42.3692204, -85.285572 42.3692024, -85.2885387 42.3691944, -85.2901965 42.3691926, -85.29391 42.3691631, -85.2960518 42.3694035, -85.2967332 42.370432, -85.2973769 42.3714174, -85.2978704 42.372263, -85.2991083 42.3723056, -85.3005898 42.3723554, -85.3020016 42.3724188, -85.3034088 42.3725126, -85.3059639 42.3707038, -85.3070099 42.3699786, -85.3079879 42.3692814, -85.310668 42.3693115, -85.3150022 42.369353, -85.3181184 42.3693886, -85.3213474 42.369367, -85.3239219 42.3693371, -85.3292115 42.3692917, -85.3335619 42.3692362, -85.3370816 42.3692006, -85.3389271 42.3692103, -85.3413843 42.3692204, -85.3462766 42.3692362, -85.3510615 42.3692737, -85.3551441 42.3692878, -85.3588504 42.3693133, -85.364011 42.3693036, -85.3687693 42.3692878, -85.3723043 42.3693013, -85.37688 42.3692934, -85.3802387 42.3692997, -85.3822767 42.3693094, -85.3841071 42.3692997, -85.3870887 42.3693949, -85.3896401 42.3697586, -85.3914289 42.3703896, -85.393533 42.3708822, -85.3955641 42.3712562, -85.3977205 42.3716189, -85.3997592 42.3719717, -85.4019472 42.3723579, -85.404002 42.3726821, -85.4051868 42.372686, -85.4069664 42.372597, -85.4089348 42.3725038, -85.4106546 42.3724103, -85.4126513 42.3727067, -85.4143187 42.37297, -85.41615 42.3731938, -85.4181152 42.3734657, -85.4204465 42.3738674, -85.421459 42.3739426, -85.4234705 42.3741882, -85.4250781 42.3742991, -85.4274549 42.3744558, -85.4296271 42.3746082, -85.4337632 42.3748658, -85.4355607 42.3750027, -85.4390211 42.3752405, -85.4411757 42.375425, -85.4444223 42.3760672, -85.4464341 42.376315, -85.4496732 42.3769461, -85.4496092 42.372474, -85.4536778 42.3694124, -85.4554911 42.3680489, -85.4593509 42.3651734, -85.4592546 42.3611761, -85.4591736 42.357329, -85.4591151 42.3541519, -85.4589971 42.3506237, -85.458922 42.3470791, -85.4588041 42.3422421, -85.4586539 42.3375157, -85.4585144 42.3328854, -85.4581925 42.3306961, -85.458171 42.3271262, -85.4577418 42.3226209, -85.4576776 42.318709, -85.4576453 42.3170821, -85.4577204 42.3149392, -85.4578385 42.312789, -85.4579564 42.310481, -85.4579029 42.3076336, -85.4578784 42.3064324))"
10424,10425,129775,TAP144420,PHEASANT BRANCH,69.0,AC; OVERHEAD,IN SERVICE,0.0608511991191629,"MULTILINESTRING ((-89.5011191 43.1079233, -89.500715 43.107819, -89.5007035 43.1079671, -89.501221 43.108449, -89.501215 43.10946, -89.501201 43.111351, -89.501226 43.115187, -89.496386 43.11525, -89.496307 43.117431, -89.496131 43.121126, -89.491621 43.121197, -89.489164 43.12104, -89.481491 43.120506, -89.48161 43.128046, -89.481676 43.134834, -89.48171 43.140269, -89.481781 43.146736, -89.481776 43.147958))"
64199,64200,127566,NORTH PLATTE,UNKNOWN131840,115.0,OVERHEAD,IN SERVICE,0.0006872840252873,"MULTILINESTRING ((-100.7580398 41.0867579, -100.758115 41.0868212, -100.7586872 41.0866814))"
16323,16324,105656,UNKNOWN134455,TAP134464,115.0,AC; OVERHEAD,IN SERVICE,0.1102893231759381,"MULTILINESTRING ((-103.044894 48.3435695, -103.044914 48.344095, -103.044457 48.34413, -103.04357 48.344187, -103.043564 48.342919, -103.0422823 48.3427959, -103.0410373 48.3427119, -103.0397983 48.3426229, -103.0376323 48.3424719, -103.0364873 48.3423959, -103.0348073 48.3423099, -103.0328413 48.3423149, -103.0243013 48.3422959, -103.0118663 48.3422699, -102.9902233 48.3422299, -102.9575573 48.3421939, -102.9571903 48.3421839, -102.9531073 48.3422119, -102.9530923 48.3467519, -102.952928 48.35888))"
36367,36368,124395,TAP153406,TAP153411,-999999.0,OVERHEAD,IN SERVICE,0.0709308433012285,"MULTILINESTRING ((-86.0804411 34.3197331, -86.0882913 34.3172906, -86.0950619 34.3151866, -86.1018193 34.3127646, -86.1055433 34.3114686, -86.108466 34.310423, -86.111208 34.309437, -86.112724 34.30886, -86.115433 34.308021, -86.116414 34.307683, -86.116665 34.307586, -86.126237 34.304121, -86.128232 34.303437, -86.132169 34.302139, -86.140064 34.2995012, -86.1414634 34.2990693, -86.1439719 34.2982834, -86.1476479 34.2970937))"
16064,16065,100999,TAP151718,TAP152565,115.0,AC; OVERHEAD,IN SERVICE,0.0602729853247278,"MULTILINESTRING ((-81.214977 34.126736, -81.214894 34.126641, -81.214937 34.126433, -81.215584 34.126013, -81.216791 34.126085, -81.217475 34.125606, -81.217998 34.126039, -81.218951 34.127335, -81.219444 34.127979, -81.22092 34.128633, -81.222091 34.129166, -81.223272 34.129668, -81.224429 34.130194, -81.225512 34.130699, -81.226874 34.131307, -81.227962 34.131817, -81.229288 34.132399, -81.230439 34.13293, -81.231589 34.133456, -81.232806 34.133995, -81.234195 34.134608, -81.23549 34.135206, -81.236796 34.135784, -81.237324 34.136738, -81.237938 34.137883, -81.238488 34.138869, -81.238993 34.13989, -81.23953 34.140905, -81.240132 34.142026, -81.240604 34.142906, -81.240979 34.143608, -81.241429 34.144417, -81.242034 34.145552, -81.242649 34.146669, -81.243169 34.147685, -81.243854 34.147997, -81.244701 34.148362, -81.245546 34.148715, -81.246397 34.149036, -81.247746 34.149546, -81.24921 34.150081, -81.250646 34.150624, -81.251592 34.150982, -81.25262 34.151361, -81.253829 34.151816, -81.254756 34.152156, -81.255808 34.152566, -81.257164 34.153059, -81.258511 34.153576, -81.259876 34.154066, -81.261232 34.154582, -81.262551 34.155103, -81.263243 34.15535))"
46352,46353,136330,TAP141098,LEVITTOWN,230.0,AC; OVERHEAD,IN SERVICE,0.0167463927568113,"MULTILINESTRING ((-74.880352 40.0280346, -74.8801407 40.0280494, -74.8783182 40.0290012, -74.8728905 40.0320532, -74.869903 40.0337215, -74.8679946 40.0344382, -74.8677682 40.0372202))"
3737,3738,145565,UNKNOWN111741,UNKNOWN111743,115.0,AC; OVERHEAD,IN SERVICE,0.0329137238587515,"MULTILINESTRING ((-84.211639 32.097651, -84.2117105 32.0970538, -84.2110073 32.096218, -84.2096822 32.0951948, -84.2083241 32.0941089, -84.2097714 32.0932072, -84.2119875 32.0918159, -84.2148035 32.0900452, -84.2167467 32.0888086, -84.2188643 32.0874806, -84.2209473 32.0861697, -84.2228354 32.0849748, -84.224972 32.0836451, -84.226477 32.0827075, -84.2293555 32.0804464, -84.2297517 32.0801609, -84.2310233 32.0796977, -84.23157 32.0797229, -84.231716 32.0800089))"
74717,74718,207014,NOT AVAILABLE,UNKNOWN203678,230.0,AC; OVERHEAD,NOT AVAILABLE,0.0014407817048739,"MULTILINESTRING ((-105.2259482 39.8570245, -105.2249618 39.857058, -105.2246706 39.857058, -105.2246409 39.8572179))"
65815,65816,178431,COLUMBUS (345KV),TAP174249,69.0,OVERHEAD,IN SERVICE,0.050543906088629,"MULTILINESTRING ((-85.8595355 39.1289953, -85.8609317 39.1329548, -85.8646327 39.1427653, -85.8651314 39.1437801, -85.8657768 39.1446923, -85.8698878 39.1495507, -85.8702057 39.1727343, -85.8688021 39.1727764, -85.8688019 39.1739216, -85.8703121 39.1738424))"
41471,41472,130534,TAP135222,TAP135224,-999999.0,OVERHEAD,IN SERVICE,0.022761087090546,"MULTILINESTRING ((-102.812738 46.919134, -102.812717 46.919389, -102.811025 46.919412, -102.796331 46.91938, -102.790212 46.91936))"
74494,74495,206774,NOT AVAILABLE,MOUNT ELBERT POWERPLANT,-999999.0,NOT AVAILABLE,NOT AVAILABLE,0.0004843231718077,"MULTILINESTRING ((-106.3522559 39.0939346, -106.3520599 39.0940127, -106.3522965 39.0941495))"
51107,51108,167629,UNKNOWN117421,TAP173558,161.0,AC; OVERHEAD,IN SERVICE,0.0583474775194472,"MULTILINESTRING ((-92.7189417 38.0169971, -92.7074787 38.0077127, -92.7040466 37.9982884, -92.7016603 37.9917702, -92.6890062 37.9915679, -92.6865249 37.9845694, -92.6850441 37.9803955, -92.6853579 37.9791965, -92.6854529 37.9788368, -92.685123 37.978456))"
32336,32337,119465,TAP146973,TAP146974,-999999.0,OVERHEAD,IN SERVICE,0.0008941021404399,"MULTILINESTRING ((-77.1108526 35.6408597, -77.1108429 35.6409955, -77.1108259 35.6417533))"
62038,62039,176799,HORSEHOE,TAP174557,115.0,AC; OVERHEAD,IN SERVICE,0.0766109073942238,"MULTILINESTRING ((-82.5372481 35.354337, -82.5355915 35.3541266, -82.5341749 35.3539444, -82.5290838 35.3532737, -82.5264978 35.3529092, -82.519163 35.3519245, -82.5109261 35.3538124, -82.5084707 35.3578718, -82.5040125 35.3578364, -82.4950615 35.3577705, -82.4875222 35.3577124, -82.4828595 35.3576735, -82.4766764 35.3560418, -82.4713996 35.3546615, -82.4692742 35.3540857, -82.4665131 35.353335, -82.4645219 35.3527256, -82.4641842 35.3525936, -82.4640065 35.3526884))"
67935,67936,180213,TAP177463,UNKNOWN176107,115.0,AC; OVERHEAD,IN SERVICE,0.061447685395764,"MULTILINESTRING ((-85.906295 31.4980476, -85.9067269 31.4977941, -85.9086686 31.4991005, -85.9116238 31.5016203, -85.9123662 31.5022128, -85.9122948 31.5073596, -85.9122449 31.5101792, -85.9121878 31.5154117, -85.9121878 31.5238278, -85.9121949 31.5292102, -85.9121449 31.5360797, -85.912139 31.5389053, -85.9123234 31.5416833, -85.9122758 31.5474178, -85.9093491 31.5499817, -85.9081593 31.5510465, -85.9080047 31.5532772, -85.9073471 31.5537947))"
19540,19541,102586,TAP140936,TAP140938,115.0,AC; OVERHEAD,IN SERVICE,0.012274130723348,"MULTILINESTRING ((-71.5154226 41.8023593, -71.5109233 41.8121511, -71.5107094 41.8135116, -71.5107039 41.8136323))"
80601,80602,300294,TAP305220,TAP306646,115.0,AC; OVERHEAD,IN SERVICE,0.0260965928140124,"MULTILINESTRING ((-122.245506 38.084448, -122.2446041 38.0835784, -122.2416714 38.080378, -122.2394644 38.0788195, -122.2364544 38.078064, -122.2321476 38.0784804, -122.2282988 38.0779212, -122.225265 38.0775643, -122.223641 38.0773918, -122.221859 38.077187))"
