,OBJECTID,ID,SUB_1,SUB_2,VOLTAGE,TYPE,STATUS,SHAPE_Length,geometry
20776,20777,104280,UNKNOWN111575,UNKNOWN111783,115.0,AC; OVERHEAD,IN SERVICE,0.2256245675343924,"MULTILINESTRING ((-83.227872 30.881787, -83.2280269 30.8825095, -83.2284048 30.8830354, -83.2293599 30.8843645, -83.2305181 30.886197, -83.2315557 30.8878562, -83.2326006 30.8895844, -83.233661 30.891237, -83.2346638 30.8928346, -83.2357194 30.8945119, -83.2367562 30.8961572, -83.2379029 30.898107, -83.2388814 30.8997902, -83.2399136 30.9015336, -83.2412027 30.9034472, -83.2422162 30.9049901, -83.2435333 30.9069818, -83.244813 30.9090135, -83.2459854 30.9107947, -83.247076 30.9125138, -83.2481852 30.914287, -83.2492945 30.916018, -83.2506046 30.9180716, -83.2517512 30.9198787, -83.2529796 30.921816, -83.254204 30.9237417, -83.2553327 30.9255389, -83.2565416 30.9273842, -83.2572114 30.92879, -83.2581009 30.9306405, -83.2589439 30.932375, -83.2597464 30.9340771, -83.260601 30.9357519, -83.2614967 30.9376284, -83.2624161 30.9395068, -83.2635372 30.9417928, -83.2644324 30.943614, -83.2652957 30.9453905, -83.2662343 30.9473633, -83.2672135 30.9493285, -83.2680738 30.9510701, -83.2697657 30.9545507, -83.2707299 30.9565426, -83.2715121 30.9580853, -83.2741739 30.9635794, -83.2750745 30.9653843, -83.2754975 30.9662985, -83.2759523 30.9672573, -83.2764013 30.9681714, -83.2768308 30.9690901, -83.2778775 30.9707201, -83.278899 30.9723611, -83.2799502 30.9740668, -83.2810076 30.9757632, -83.2820505 30.9774422, -83.2830992 30.9791262, -83.2839807 30.9805514, -83.2850848 30.9823445, -83.2863166 30.9843042, -83.2873825 30.985982, -83.2884692 30.9877464, -83.2895632 30.9895142, -83.2906843 30.9913007, -83.2919651 30.9933788, -83.2931159 30.9952124, -83.2942064 30.9969582, -83.2952968 30.99873, -83.2964732 31.0006093, -83.2975869 31.0024507, -83.2993888 31.0038238, -83.3010999 31.0051589, -83.3026507 31.0063267, -83.3043363 31.007612, -83.3061173 31.008989, -83.3076657 31.0101647, -83.309256 31.0114002, -83.31093 31.0126934, -83.3122343 31.0136837, -83.3135921 31.0147338, -83.3149476 31.0157555, -83.3161549 31.0174383, -83.3173361 31.0190827, -83.3185754 31.0208022, -83.3198156 31.0225013, -83.3211774 31.024377, -83.3226073 31.0263534, -83.3235792 31.0276947, -83.3238307 31.0280419, -83.324996 31.0296932, -83.3261936 31.0313039, -83.3273881 31.0329336, -83.3284846 31.0344704, -83.3296081 31.0360594, -83.3308974 31.0378572, -83.3320954 31.039478, -83.3332189 31.0410612, -83.3344541 31.0427863, -83.3356521 31.0444767, -83.336867 31.0461554, -83.3381707 31.0479526, -83.3395032 31.0497998, -83.3419145 31.0531609, -83.3431342 31.0548691, -83.344366 31.0565622, -83.3455775 31.0582436, -83.3469785 31.0601945, -83.3482002 31.0618672, -83.3494398 31.0635644, -83.3506295 31.0652242, -83.3519887 31.0672021, -83.3522084 31.0679369))"
47434,47435,162330,UNKNOWN159571,TAP159572,69.0,AC; OVERHEAD,IN SERVICE,0.083962516761267,"MULTILINESTRING ((-95.7894373 37.5076952, -95.7892112 37.5076381, -95.789548 37.507395, -95.791764 37.508597, -95.793774 37.51001, -95.795565 37.511577, -95.800315 37.511586, -95.804553 37.511568, -95.808875 37.511604, -95.817575 37.511589, -95.82206 37.511586, -95.8248024 37.5116075, -95.826795 37.515451, -95.828472 37.518583, -95.829109 37.519871, -95.830471 37.522651, -95.831289 37.52429, -95.832622 37.526878, -95.832843 37.527484, -95.833268 37.527818, -95.833979 37.529134, -95.834533 37.530213, -95.841465 37.530239, -95.846636 37.530277, -95.847509 37.530284, -95.847154 37.530522, -95.847152 37.534134, -95.847164 37.540532, -95.847143 37.542785))"
74457,74458,206737,NOT AVAILABLE,UNKNOWN201548,115.0,AC; OVERHEAD,NOT AVAILABLE,0.002968926602074,"MULTILINESTRING ((-104.5289222 38.3208928, -104.5296116 38.3207182, -104.5298115 38.3199424, -104.5293308 38.3198949, -104.5291215 38.3191525, -104.5289408 38.3190613))"
31576,31577,118550,UNKNOWN123243,UNKNOWN128214,138.0,AC; OVERHEAD,IN SERVICE,0.2488942999908834,"MULTILINESTRING ((-75.8228608 38.4873654, -75.8229207 38.4869228, -75.8230561 38.4867442, -75.8221592 38.485172, -75.8187798 38.4831932, -75.8162403 38.4817912, -75.8146255 38.480892, -75.8125721 38.4798085, -75.8104936 38.4786926, -75.8084105 38.477584, -75.8063318 38.4764825, -75.8042397 38.4753703, -75.8021542 38.4742563, -75.8000871 38.4731316, -75.7976158 38.4725718, -75.7951696 38.4719602, -75.7927221 38.4713825, -75.7902725 38.4707925, -75.7879838 38.4702579, -75.7855387 38.4696712, -75.783084 38.4690795, -75.7781786 38.4678914, -75.7757277 38.4672982, -75.7732674 38.4667034, -75.7708224 38.4661091, -75.7683524 38.4654965, -75.7680241 38.4656149, -75.7659936 38.4663477, -75.7636366 38.467172, -75.7618863 38.4677875, -75.7596484 38.4685709, -75.7574966 38.4693276, -75.7553438 38.4700811, -75.7531987 38.4708449, -75.7511403 38.4705144, -75.7490308 38.4701783, -75.7465552 38.4698163, -75.7440438 38.4694358, -75.7415186 38.4690512, -75.7390019 38.4686639, -75.7364833 38.4682772, -75.7339634 38.4678909, -75.7314467 38.4675082, -75.7289167 38.4671206, -75.7264881 38.4667261, -75.7239309 38.4668866, -75.7213712 38.4670224, -75.719456 38.4671258, -75.7169073 38.467266, -75.7143391 38.4674241, -75.7117242 38.4670777, -75.7091116 38.4667553, -75.7064989 38.4664568, -75.7043682 38.4658274, -75.7018447 38.4657933, -75.6993165 38.4657326, -75.6969597 38.4656843, -75.6946919 38.4656307, -75.6923488 38.4655806, -75.6898139 38.4655199, -75.6872788 38.4654787, -75.685075 38.4642376, -75.6828689 38.4630163, -75.6808022 38.4618863, -75.6785869 38.4606666, -75.6764037 38.4594328, -75.673654 38.4595955, -75.6709591 38.4597404, -75.6682483 38.4598798, -75.6655559 38.4600265, -75.6638749 38.4601337, -75.6615003 38.4597269, -75.6593325 38.460376, -75.6580423 38.4604216, -75.6553251 38.4605599, -75.6526052 38.4606993, -75.6498761 38.4608364, -75.6471853 38.4609813, -75.6444722 38.4611191, -75.6417587 38.4612593, -75.6393931 38.4613786, -75.6370637 38.4615036, -75.6347114 38.4616233, -75.6323618 38.4617402, -75.630034 38.4618576, -75.6274377 38.4619703, -75.6250587 38.4623608, -75.6226749 38.4627291, -75.6202942 38.4631005, -75.6179194 38.4634704, -75.615553 38.4638479, -75.6129412 38.463972, -75.6102662 38.4641214, -75.6075861 38.4642691, -75.6049632 38.464413, -75.6023553 38.4645489, -75.5997323 38.4647016, -75.5976463 38.4648206, -75.5949384 38.4649753, -75.5922446 38.4651194, -75.5895379 38.465262, -75.5868182 38.4654196, -75.5840833 38.4655643, -75.5830855 38.4654985))"
64653,64654,170334,UNKNOWN168841,TAP168843,69.0,OVERHEAD,IN SERVICE,0.0914484173449355,"MULTILINESTRING ((-89.417796 37.3211845, -89.4177722 37.3208513, -89.419909 37.317453, -89.426485 37.30652, -89.433735 37.294565, -89.434203 37.293777, -89.431156 37.289716, -89.430868 37.28547, -89.430097 37.273655, -89.429332 37.262473, -89.428584 37.251732, -89.427808 37.239373, -89.427525 37.236052, -89.427577 37.235475))"
73555,73556,205231,ELATI,UNDERGROUND TAP,230.0,AC; OVERHEAD,NOT AVAILABLE,0.0232040462198431,"MULTILINESTRING ((-104.9937874 39.7364129, -104.9945714 39.7353034, -105.0160579 39.7353034, -105.0163362 39.7350767))"
71181,71182,202878,UNKNOWN202297,UNKNOWN205083,115.0,AC; OVERHEAD,NOT AVAILABLE,0.4002647072239365,"MULTILINESTRING ((-111.7333524 45.3794898, -111.7328247 45.3795549, -111.7314155 45.379879, -111.7298211 45.3802648, -111.7268269 45.3809989, -111.7242595 45.3800112, -111.7216168 45.3790236, -111.72033 45.3785121, -111.7202986 45.3766735, -111.7202892 45.3742702, -111.7202749 45.3718533, -111.7202571 45.3694163, -111.7202583 45.3675595, -111.7196047 45.3657435, -111.7187728 45.3633723, -111.717929 45.3609842, -111.7170912 45.3585918, -111.7163544 45.3565375, -111.714043 45.3565501, -111.7111492 45.3565626, -111.7081307 45.3565793, -111.7048923 45.3566085, -111.7018084 45.356621, -111.6999605 45.3566169, -111.6982551 45.356621, -111.6965854 45.356621, -111.6948919 45.3566294, -111.6931747 45.3566378, -111.6914218 45.3566503, -111.6896689 45.3567004, -111.6883736 45.3567213, -111.686793 45.3567421, -111.6852124 45.3567505, -111.6835962 45.356763, -111.6819027 45.3567839, -111.680233 45.3568006, -111.6789852 45.3568173, -111.6764599 45.3553893, -111.6754913 45.3548548, -111.6746238 45.3543746, -111.6738216 45.3539237, -111.6725203 45.3532097, -111.6712131 45.3524747, -111.6704109 45.3520238, -111.669068 45.351293, -111.6679569 45.3506583, -111.6666378 45.3499317, -111.6656276 45.3493554, -111.6642966 45.3493763, -111.6626388 45.3493888, -111.66088 45.3494013, -111.659133 45.3494097, -111.657392 45.3494347, -111.6556391 45.3494431, -111.6538862 45.3494598, -111.6522344 45.3494723, -111.6506835 45.3494807, -111.6491208 45.349489, -111.6475996 45.3495016, -111.6459953 45.3495183, -111.6444385 45.3495224, -111.6428876 45.3495433, -111.6412952 45.3495517, -111.6396849 45.3495684, -111.6381221 45.3495684, -111.6365297 45.3495893, -111.6349432 45.3495976, -111.6333448 45.3496101, -111.6317523 45.3496185, -111.6301539 45.349631, -111.6285733 45.3496477, -111.6269809 45.3496602, -111.6253647 45.3496686, -111.6239445 45.3496811, -111.6225185 45.3496853, -111.621033 45.3496853, -111.6194702 45.3496937, -111.6179134 45.3497062, -111.6163507 45.3497145, -111.6147974 45.3497243, -111.6132466 45.3497394, -111.6116921 45.3497544, -111.6101448 45.3497569, -111.6086083 45.3497719, -111.6071857 45.349777, -111.6057917 45.3498095, -111.6045582 45.349817, -111.6032747 45.3498271, -111.6019948 45.3498471, -111.6007113 45.3498471, -111.5994207 45.3498647, -111.5981694 45.3498747, -111.5968574 45.3498772, -111.595524 45.3498947, -111.5941799 45.3499022, -111.5928358 45.3499148, -111.5914989 45.3499298, -111.5902297 45.3499398, -111.5887537 45.3499473, -111.5874025 45.3499574, -111.586365 45.3499824, -111.58598 45.3507817, -111.5855165 45.3517563, -111.5850423 45.3527334, -111.5845967 45.3536805, -111.584151 45.3545999, -111.5843899 45.3551761, -111.5792774 45.3564112, -111.5781793 45.3562409, -111.5769921 45.3561432, -111.5762006 45.3558526, -111.5750918 45.3558501, -111.5741863 45.3558476, -111.5731132 45.3557223, -111.5721006 45.3556246, -111.5709027 45.3555745, -111.5689169 45.3554818, -111.5657867 45.3551987, -111.5638223 45.3550308, -111.5628347 45.3545448, -111.5615191 45.3543769, -111.5606742 45.3542918, -111.5600681 45.3540988, -111.558724 45.353708, -111.5562355 45.3522699, -111.5540821 45.3510322, -111.552845 45.3503357, -111.5508556 45.3491932, -111.5465453 45.3499849, -111.5438072 45.350005, -111.5410478 45.350025, -111.5371546 45.3500601, -111.5309618 45.3501052, -111.5283272 45.3501202, -111.5266373 45.3501302, -111.5239741 45.3513579, -111.5200773 45.3531518, -111.5172394 45.3544797, -111.5155067 45.3560931, -111.5129612 45.3559478, -111.5112427 45.3558626, -111.5056953 45.355577, -111.5012032 45.3561081, -111.4981442 45.3564789, -111.4946895 45.3568998, -111.492775 45.3566217, -111.486593 45.3557448, -111.4821115 45.3551135, -111.479869 45.3547953, -111.4758831 45.3542291, -111.4726673 45.3537706, -111.4710238 45.3535402, -111.465676 45.352771, -111.4641643 45.3525555, -111.4616437 45.3522023, -111.4581962 45.3489326, -111.4571266 45.3479479, -111.4563387 45.3472162, -111.4551444 45.3460586, -111.4538645 45.3448534, -111.4518787 45.3429414, -111.4510872 45.3422072, -111.4480675 45.339363, -111.4468197 45.3381902, -111.4437999 45.3372729, -111.4399709 45.3361126, -111.4379174 45.3354861, -111.4346231 45.3344861, -111.431853 45.3336465, -111.4297958 45.3330074, -111.4258599 45.3318069, -111.4230362 45.3309547, -111.4214497 45.330481, -111.419603 45.3299121, -111.419849 45.3280398, -111.4200843 45.3261172, -111.4202839 45.3246057, -111.4205263 45.3228837, -111.4207509 45.320986, -111.4214676 45.3156036, -111.421685 45.313964, -111.4219275 45.3121363, -111.4233963 45.3106119, -111.4242484 45.3097293, -111.4270649 45.3067706, -111.4243375 45.3049652, -111.4226298 45.3038343, -111.4211681 45.3028714, -111.4192536 45.3016, -111.4174104 45.3003863, -111.4159415 45.2994083, -111.4135742 45.2978459, -111.4120483 45.2968303, -111.4113032 45.2963312, -111.4105723 45.2958472, -111.4098521 45.2953581, -111.4079733 45.2949217, -111.4070499 45.2940264, -111.4062442 45.293294, -111.4059898 45.293335, -111.4059257 45.2931828, -111.4057543 45.293096))"
57729,57730,166336,TAP162913,TAP162914,69.0,AC; OVERHEAD,IN SERVICE,0.109031172523817,"MULTILINESTRING ((-91.431588 44.126817, -91.423832 44.129408, -91.42007 44.130665, -91.416797 44.1318, -91.413596 44.132824, -91.410073 44.134835, -91.405965 44.13718, -91.401389 44.139238, -91.398431 44.140542, -91.396781 44.141277, -91.393616 44.142667, -91.385771 44.142691, -91.381174 44.142741, -91.37332 44.142775, -91.37017 44.142802, -91.365316 44.142837, -91.363451 44.143079, -91.35894 44.143058, -91.357053 44.143035, -91.34805 44.142973, -91.340346 44.142933, -91.338387 44.142906, -91.334009 44.144526, -91.326884 44.147817))"
2954,2955,144531,UNKNOWN116314,TAP142465,69.0,AC; OVERHEAD,IN SERVICE,0.0045682384915772,"MULTILINESTRING ((-93.3370725 30.1691121, -93.3329008 30.1690846, -93.3329023 30.1693437, -93.3327691 30.1693104))"
20166,20167,104438,UNKNOWN128267,TAP135870,115.0,AC; OVERHEAD,IN SERVICE,0.0015291379709781,"MULTILINESTRING ((-73.8368825 42.692867, -73.8363111 42.6922689, -73.8356218 42.6921361))"
90589,90590,310332,UNKNOWN305312,NOT AVAILABLE,138.0,AC; OVERHEAD,NOT AVAILABLE,0.0014346551918038,"MULTILINESTRING ((-95.7438688 29.0721034, -95.7451713 29.0727048))"
1860,1861,143153,UNKNOWN112971,EAST BROAD STREET,138.0,AC; OVERHEAD,IN SERVICE,0.0420271638595672,"MULTILINESTRING ((-82.8396625 39.9786424, -82.8396368 39.9781962, -82.838857 39.978147, -82.8390309 39.9755696, -82.8392748 39.9724287, -82.8369548 39.9722443, -82.8375437 39.9660934, -82.8379899 39.961156, -82.8382992 39.9576523, -82.8385074 39.9555703, -82.8387573 39.9543865, -82.8387156 39.9526138, -82.8388346 39.9507459, -82.8391261 39.9473671, -82.8391975 39.9464867, -82.8393283 39.9453029, -82.8358067 39.9451244, -82.8354052 39.9450917, -82.8355182 39.9457907, -82.8349549 39.946658))"
63612,63613,141435,UNKNOWN119894,NOT AVAILABLE,138.0,OVERHEAD,NOT AVAILABLE,0.0029957834285076,"MULTILINESTRING ((-98.9368435 35.8600746, -98.9340595 35.8611811))"
10641,10642,113049,BERLIN,WEST SIDE,115.0,AC; OVERHEAD,IN SERVICE,0.1297963152732856,"MULTILINESTRING ((-72.7231105 41.6318256, -72.7223921 41.6316318, -72.7214861 41.6308421, -72.721366 41.6300512, -72.7211931 41.6290165, -72.7200493 41.6272649, -72.7206745 41.6262084, -72.7214531 41.6248921, -72.7218167 41.6242776, -72.7224796 41.6231569, -72.723012 41.622257, -72.7237921 41.6209383, -72.7244244 41.6198696, -72.7248072 41.6188917, -72.7251914 41.6179104, -72.7256033 41.6168583, -72.7261268 41.6155217, -72.7265637 41.6144057, -72.7266049 41.6125969, -72.7266359 41.6112312, -72.7266707 41.6096954, -72.7266386 41.6084443, -72.7266069 41.6072101, -72.726577 41.6060435, -72.7265417 41.6046676, -72.7265161 41.6036662, -72.7264768 41.6021351, -72.7264435 41.6008355, -72.7264068 41.5994005, -72.7263726 41.5980689, -72.726345 41.5969884, -72.7263116 41.5956874, -72.7262695 41.5940492, -72.726236 41.5927415, -72.7262027 41.5914371, -72.7261763 41.5904107, -72.7261391 41.5889568, -72.7261077 41.5877386, -72.7260749 41.5864528, -72.7254644 41.5856632, -72.72466 41.584623, -72.7238575 41.5835852, -72.722996 41.5824708, -72.7223101 41.5815839, -72.7214742 41.5805028, -72.7203015 41.5789859, -72.7194096 41.5778323, -72.7183254 41.5764298, -72.7178569 41.5758239, -72.7171235 41.5748754, -72.7157916 41.5731524, -72.7151071 41.572267, -72.7143146 41.5726328, -72.7133579 41.5730192, -72.7112359 41.5731801, -72.7087861 41.5733659, -72.7067922 41.5735171, -72.7050953 41.5736456, -72.7036198 41.5737575, -72.7027675 41.5743903, -72.7014111 41.5753973, -72.6997431 41.5755131, -72.6981283 41.5756251, -72.6970837 41.5754981, -72.6948776 41.5752299, -72.692984 41.5749996, -72.6919364 41.5748722, -72.6891589 41.5750816, -72.687332 41.5752193, -72.6856481 41.5753461, -72.6840944 41.5754633, -72.6822908 41.5755991, -72.6803079 41.5757487, -72.6778688 41.5759325, -72.6756372 41.5761007, -72.6748962 41.5750943, -72.6738209 41.5736341, -72.6715945 41.5738071, -72.6700942 41.5739239, -72.6679838 41.574088, -72.6667066 41.5721577, -72.6670265 41.5705945, -72.6673382 41.5690465, -72.6668157 41.5681464, -72.6637814 41.5669283, -72.6637379 41.5651492, -72.6636929 41.5633608, -72.6632215 41.5632857, -72.6628156 41.5629981))"
83814,83815,303541,UNKNOWN302305,UNKNOWN304360,138.0,AC; OVERHEAD,NOT AVAILABLE,0.0627547459131752,"MULTILINESTRING ((-96.6258745 30.8841358, -96.6270878 30.8873988, -96.62739 30.8882117, -96.6277422 30.8916781, -96.6277778 30.8927708, -96.6194145 30.8976162, -96.6187471 30.8968108, -96.6150741 30.8917596, -96.6150384 30.8917103, -96.6114445 30.886739, -96.6104289 30.8853401, -96.6151318 30.8766868, -96.6157455 30.8755741, -96.6155292 30.873908, -96.6145624 30.8664601, -96.612405 30.8652367, -96.6101803 30.863915, -96.6072562 30.8618668))"
45907,45908,135823,UNKNOWN115898,TAP147904,-999999.0,OVERHEAD,IN SERVICE,0.0005425962154403,"MULTILINESTRING ((-77.7317832 37.7885015, -77.7314177 37.7881005))"
21010,21011,104618,EAST WINTER HAVEN,LAKE SILVER,-999999.0,OVERHEAD,IN SERVICE,0.0207559075121407,"MULTILINESTRING ((-81.7307082 28.0342949, -81.730545 28.034177, -81.730779 28.033686, -81.731176 28.033031, -81.731234 28.031184, -81.731364 28.028783, -81.731467 28.028274, -81.731465 28.027595, -81.731481 28.025927, -81.731845 28.025953, -81.732227 28.018057, -81.7318459 28.0177915, -81.7290623 28.0177527, -81.7288616 28.0175973, -81.7288706 28.0172438))"
59923,59924,173873,NEWCOMERSTOWN,TAP171478,138.0,AC; OVERHEAD,IN SERVICE,0.0689885073147052,"MULTILINESTRING ((-81.6022137 40.2586736, -81.6018939 40.2582475, -81.6011601 40.2583447, -81.5993053 40.2580375, -81.594444 40.2576292, -81.5921203 40.2574231, -81.5901279 40.2574697, -81.5851341 40.2574114, -81.5808893 40.2573609, -81.5764713 40.2573492, -81.5705399 40.2572831, -81.5663054 40.2573375, -81.5555149 40.2573193, -81.5521545 40.2610473, -81.5494029 40.2641348, -81.5469671 40.2668294, -81.5443428 40.2697378, -81.5421313 40.2702277, -81.5420293 40.2718295, -81.5418816 40.2732642))"
18974,18975,101822,UNKNOWN108171,LAGUNA BEACH,115.0,AC; OVERHEAD,IN SERVICE,0.1036669528000112,"MULTILINESTRING ((-85.8922651 30.3511558, -85.8923129 30.3509812, -85.892586 30.3508273, -85.8928306 30.3237191, -85.8930802 30.3186053, -85.8932167 30.3153795, -85.8933714 30.3113522, -85.8935057 30.3038891, -85.8935513 30.2980562, -85.8938107 30.2774272, -85.8949528 30.2496654, -85.8948208 30.2488757, -85.8936689 30.2490826))"
18490,18491,101097,UNKNOWN115844,TAP154762,69.0,AC; OVERHEAD,IN SERVICE,0.0066401493969319,"MULTILINESTRING ((-84.3613939 35.7695436, -84.3615632 35.7695159, -84.3610997 35.7681708, -84.3627397 35.7665412, -84.3636964 35.7671101, -84.3645461 35.7662374, -84.3647778 35.7660639, -84.3648907 35.7660542))"
50842,50843,167303,TAP150655,TAP167439,115.0,AC; OVERHEAD,IN SERVICE,0.0961979004424194,"MULTILINESTRING ((-80.386135 33.545776, -80.385906 33.546177, -80.385344 33.546171, -80.385294 33.546995, -80.385264 33.547813, -80.385216 33.548628, -80.385948 33.548652, -80.386686 33.548679, -80.38748 33.549277, -80.388295 33.549868, -80.389101 33.550463, -80.389886 33.551043, -80.390957 33.550538, -80.392016 33.550038, -80.393078 33.549547, -80.394142 33.549036, -80.395195 33.548527, -80.396278 33.548054, -80.397334 33.547531, -80.39833 33.547432, -80.399327 33.547302, -80.400335 33.54718, -80.401316 33.54707, -80.401941 33.547867, -80.402569 33.548658, -80.403181 33.549458, -80.403782 33.550234, -80.404419 33.550915, -80.405034 33.551623, -80.406423 33.553119, -80.407096 33.553854, -80.407024 33.554818, -80.406959 33.555781, -80.406896 33.556739, -80.406834 33.557703, -80.406762 33.558669, -80.406685 33.559496, -80.40662 33.560502, -80.406593 33.56123, -80.406524 33.562182, -80.406456 33.563149, -80.406394 33.564092, -80.406331 33.565011, -80.406263 33.565945, -80.406206 33.566887, -80.40615 33.56783, -80.406084 33.568743, -80.406028 33.569698, -80.405953 33.570611, -80.405897 33.571542, -80.405826 33.572488, -80.405769 33.573425, -80.405701 33.574377, -80.405635 33.575335, -80.405567 33.576289, -80.405501 33.577235, -80.405436 33.57819, -80.405376 33.579171, -80.405308 33.580186, -80.405228 33.581236, -80.405159 33.582289, -80.405097 33.583246, -80.405016 33.584448, -80.404945 33.585319, -80.4049 33.586111, -80.404847 33.586943, -80.404779 33.587886, -80.404716 33.588862, -80.404651 33.589858, -80.404579 33.590834, -80.404514 33.591815, -80.404437 33.5928, -80.404368 33.593781, -80.404312 33.594769, -80.40424 33.595753, -80.404175 33.596738, -80.404112 33.597713, -80.403065 33.597803, -80.402042 33.597913, -80.400983 33.597999, -80.399933 33.598091, -80.398892 33.598183, -80.397848 33.598273, -80.396819 33.598359, -80.396953 33.599376, -80.397075 33.600364, -80.397215 33.601357, -80.397337 33.602356, -80.397477 33.603365, -80.397607 33.604352, -80.397738 33.605351, -80.397855 33.606186, -80.397055 33.606709, -80.39626 33.607252, -80.395018 33.608085, -80.39409 33.608699, -80.393381 33.609484, -80.392644 33.610231, -80.392476 33.610464))"
39841,39842,164129,TAP162076,TAP162077,115.0,AC; OVERHEAD,IN SERVICE,6.805859544369589e-05,"MULTILINESTRING ((-79.8969341 32.7972062, -79.896872 32.797234))"
16160,16161,164372,NORTH STAUNTON,UNKNOWN162216,-999999.0,OVERHEAD,IN SERVICE,0.3489121775729484,"MULTILINESTRING ((-89.961638 38.78516, -89.961389 38.785362, -89.960922 38.785377, -89.960867 38.786156, -89.960791 38.786807, -89.960376 38.787444, -89.960064 38.788061, -89.959666 38.789597, -89.959342 38.790113, -89.958518 38.791472, -89.958509 38.792104, -89.957831 38.793184, -89.957507 38.793737, -89.957486 38.793115, -89.957069 38.793788, -89.956848 38.79415, -89.956128 38.795296, -89.9560681 38.7959469, -89.9523298 38.795934, -89.9505274 38.7962468, -89.9491495 38.7968537, -89.9480491 38.7975467, -89.9441799 38.8009004, -89.9433085 38.8017738, -89.9426917 38.8027772, -89.9421647 38.8042347, -89.9417914 38.8053668, -89.9413541 38.806776, -89.9411226 38.8083963, -89.9417695 38.809982, -89.9426632 38.8132786, -89.9427021 38.8143403, -89.942892 38.8177336, -89.942902 38.8192646, -89.9425555 38.8205629, -89.9383951 38.8233515, -89.9354215 38.8253603, -89.9348922 38.8270423, -89.9343818 38.8287334, -89.9338658 38.8300093, -89.9301608 38.8307502, -89.9285353 38.8311704, -89.9230004 38.8333966, -89.9193771 38.8348367, -89.9136612 38.8372187, -89.9075287 38.8396365, -89.9056808 38.8403636, -89.9042035 38.8411651, -89.9030123 38.8422819, -89.8994891 38.8466486, -89.8959079 38.8510888, -89.8926742 38.8551714, -89.890547 38.8577157, -89.8885508 38.860307, -89.885541 38.8640257, -89.882764 38.8674997, -89.8793902 38.8716734, -89.8756523 38.8762323, -89.8731633 38.8792734, -89.8681962 38.8853684, -89.8656826 38.8884522, -89.8651968 38.889098, -89.8650123 38.8893203, -89.863214 38.8915492, -89.8605077 38.8947788, -89.8582117 38.8974829, -89.8569469 38.8990158, -89.8536616 38.9032795, -89.8525718 38.9048626, -89.8514688 38.9064626, -89.8503828 38.9080396, -89.8481879 38.9112126, -89.8470907 38.9127988, -89.8438507 38.9175888, -89.8405668 38.9223397, -89.8388179 38.9249025, -89.8379618 38.9261196, -89.8362268 38.9286887, -89.8332044 38.9330359, -89.8299356 38.9374615, -89.8267285 38.9419077, -89.8224105 38.9478327, -89.8192045 38.9522867, -89.815385 38.9575519, -89.8127446 38.9611776, -89.8094575 38.9657037, -89.8052635 38.9714996, -89.8020519 38.9759071, -89.7991929 38.9796411, -89.7975642 38.981876, -89.7943762 38.9864771, -89.7897986 38.9928246, -89.7852527 38.9990243, -89.7829442 39.0021424, -89.781733 39.0034956, -89.7800156 39.0058736, -89.7782257 39.0083077, -89.7772832 39.009784, -89.776278 39.0110614, -89.7751235 39.0122978, -89.7739234 39.0134341, -89.7724078 39.0144828, -89.7675713 39.0188861, -89.7613858 39.0245603, -89.7604819 39.0257651, -89.7594037 39.0267399, -89.7580726 39.0276787, -89.7566688 39.0290965, -89.7540507 39.0319406, -89.7507584 39.0353209, -89.7499207 39.0361586, -89.7499801 39.0401179, -89.7503376 39.041283, -89.7498073 39.0422379))"
